verse_id	version	heading_plain
26048029	KJV	The Gates of the City
27002001	KJV	Nebuchadnezzar's Dream
27003001	KJV	The Golden Image
27003007	KJV	God's Heroes
27003018	KJV	The Fiery Furnace
27004001	KJV	Signs and Wonders
27005001	KJV	Belshazzar's Feast
27005024	KJV	The Writing on the Wall
27006001	KJV	The Den of Lions
27007001	KJV	Daniel's Visions
27007001	KJV	Four Great Beasts
27008001	KJV	A Ram and Goat
27009001	KJV	The Time of Restoration
27010001	KJV	The End of the Age
28002001	KJV	Israel, a Faithless Wife
28003001	KJV	Her Purchase Price
28003003	KJV	Israel's Return
28004001	KJV	The 
28004001	KJV	LORD
28004001	KJV	's Controversy
28005001	KJV	Against Priests and Kings
28006001	KJV	A Brief Repentance
28007001	KJV	A Half-baked Cake
28008001	KJV	Reaping the Whirlwind
28009001	KJV	Days of Recompence
28010001	KJV	Their Divided Heart
28011001	KJV	The Father's Love
28012001	KJV	His Past Mercies
28013001	KJV	The Only Saviour
28014001	KJV	Return, O Israel!
29001012	KJV	The Day of the Lord
29003001	KJV	The Valley of Decision
30001001	KJV	God and the Nations
30001002	KJV	Damascus
30001005	KJV	Gaza
30001008	KJV	Tyre
30001010	KJV	Edom
30001012	KJV	Ammon
30002001	KJV	Moab
30002003	KJV	Judah
30002005	KJV	Israel
30003001	KJV	God and Israel
30004001	KJV	The Women of Samaria
30005001	KJV	The Worshippers of Beth-el
30006001	KJV	The Rulers at Ease
30007001	KJV	Visions of Judgement
30007001	KJV	Locusts
30007003	KJV	Fire
30007006	KJV	The Plumbline
30007009	KJV	Amos at Beth-el
30008001	KJV	A Basket of Fruit
30009001	KJV	The Lord at the Altar
31001009	KJV	Edom's Violence
32001016	KJV	The Prophet's Prayer
32003001	KJV	The Prophet's Obedience
32004001	KJV	The Prophet's Education
33001001	KJV	The House of Israel
33001009	KJV	The House of Judah
33002001	KJV	To Men in Power
33003001	KJV	Jerusalem, City of Blood
33004001	KJV	Jerusalem, City of God
33005001	KJV	Little Town of Beth-lehem
33006008	KJV	His Call to the City
33007006	KJV	Her Trust in God
34001001	KJV	The Wrath of God
34002002	KJV	Attack on Nineveh
34003001	KJV	The End of Nineveh
35002001	KJV	His Watchtower
35003001	KJV	His Prayer
36001001	KJV	The Day of the 
36001001	KJV	LORD
36001001	KJV	's Wrath
36001001	KJV	The Day of the Lord
36002003	KJV	The Philistines
36002007	KJV	Moab and Ammon
36002011	KJV	Ethiopia and Assyria
36003001	KJV	Jerusalem's Danger
36003007	KJV	Jerusalem's Deliverance
37001002	KJV	This House Lies Waste
37002001	KJV	Recall its First Glory
37002017	KJV	Build for a Great Future
38001002	KJV	Call to Repentance
38001006	KJV	Visions of the Night
38001006	KJV	Among the Myrtle Trees
38001017	KJV	Four Horns
38002001	KJV	A Measuring Line
38003001	KJV	The Trial of the High Priest
38004001	KJV	A Golden Candlestick
38005001	KJV	A Flying Roll
38005004	KJV	An Ephah and a Talent
38006001	KJV	Four Chariots
38006008	KJV	The New Jerusalem
38006008	KJV	A Coronation
38007001	KJV	True Righteousness
38008001	KJV	A City of Truth
38009001	KJV	The City of God
38009008	KJV	The King of Peace
38009014	KJV	He Will Save His People
38010005	KJV	Judah and Israel
38011001	KJV	Their Glory is Spoiled
38012001	KJV	A Trembling City
38012009	KJV	A Day of Mourning
38013001	KJV	A Cleansing Fountain
38014001	KJV	The City Saved
38014008	KJV	Lord of All
38014015	KJV	Universal Worship
38014019	KJV	An Age of Holiness
39002009	KJV	One Father
39003006	KJV	Return Unto Me
39003012	KJV	Final Triumph
39004003	KJV	A Call to Remembrance
40001017	KJV	The Birth of Jesus
40002001	KJV	Wise Men from the East
40002012	KJV	The Flight to Egypt
40002018	KJV	Return to Nazareth
40003001	KJV	His Baptism and Temptation
40003001	KJV	John the Baptist
40003012	KJV	The Baptism of Jesus
40004001	KJV	His Temptation
40004011	KJV	His Work in Galilee
40004017	KJV	His First Disciples
40004022	KJV	Begins His Ministry
40005001	KJV	Sermon on the Mount
40005020	KJV	The New Law
40006001	KJV	Real Religion
40006023	KJV	True Wisdom
40008004	KJV	Marvellous Deeds
40008017	KJV	Power Over Men
40008022	KJV	Power Over Nature
40008027	KJV	Power Over Devils
40009001	KJV	Forgives Sin
40009008	KJV	Calls Publicans and Sinners
40009013	KJV	Signs of Change
40009017	KJV	Signs of Faith
40009035	KJV	Jesus and His Apostles
40010001	KJV	Names of the Twelve
40010004	KJV	Their Work Outlined
40011001	KJV	Jesus and the Baptist
40011019	KJV	Jesus and His Opponents
40011024	KJV	The Hidden Revelation
40012001	KJV	Jesus Challenged
40012013	KJV	A Council of Pharisees
40012021	KJV	False Charges
40012030	KJV	Blasphemy
40012037	KJV	Demand for a Sign
40012046	KJV	His Mother and Brethren
40013001	KJV	Parables of the Kingdom
40013002	KJV	The Sower
40013023	KJV	The Tares
40013030	KJV	Mustard Seed
40013032	KJV	Leaven
40013035	KJV	The Tares Explained
40013043	KJV	Treasures
40013046	KJV	The Drag-net
40013053	KJV	The Rejection
40014001	KJV	From Place to Place
40014012	KJV	Into a Desert Place
40014014	KJV	Feeding Five Thousand
40014021	KJV	Walking on the Sea
40014033	KJV	At Gennesaret
40015020	KJV	Tyre and Sidon
40015028	KJV	By the Sea of Galilee
40015031	KJV	Feeding Four Thousand
40016012	KJV	The Great Confession
40016020	KJV	True Discipleship
40017001	KJV	The Transfiguration
40017013	KJV	Cures an Afflicted Boy
40017021	KJV	In Galilee
40018001	KJV	Jesus and His Disciples
40019001	KJV	Beyond Jordan
40019015	KJV	The Rich Young Ruler
40020001	KJV	Labourers in the Vineyard
40020019	KJV	Mother of James and John
40020029	KJV	Two Blind Men
40021001	KJV	In Jerusalem
40021001	KJV	Triumphal Entry
40021011	KJV	Cleansed the Temple
40021017	KJV	The Barren Fig Tree
40021032	KJV	The Wicked Husbandmen
40022001	KJV	The Wedding Garment
40022014	KJV	Tribute to Cæsar
40022022	KJV	Silencing the Sadducees
40022033	KJV	Reproving the Pharisees
40023001	KJV	The Great Denunciation
40024001	KJV	Destruction of the Temple
40024014	KJV	The Abomination of Desolation
40024028	KJV	The Coming of the Son of Man
40024041	KJV	Watch therefore
40025001	KJV	The Ten Virgins
40025013	KJV	The Talents
40025030	KJV	The Judgement
40026001	KJV	The Death of Jesus
40026005	KJV	Anointing at Bethany
40026013	KJV	The Betrayal
40026016	KJV	The Last Supper
40026035	KJV	Arrest and Trial
40027010	KJV	Jesus Before Pilate
40027032	KJV	The Crucifixion
40027056	KJV	The Burial
40028001	KJV	The Resurrection
41001013	KJV	Jesus in Galilee
41001015	KJV	His First Disciples
41001020	KJV	In Capernaum
41001037	KJV	A Preaching Tour
41002001	KJV	Forgives Sin
41002014	KJV	Eats With Sinners
41002022	KJV	In the Cornfields
41003001	KJV	A Sabbath Day
41003012	KJV	His Twelve Apostles
41003030	KJV	His Mother and Brethren
41004001	KJV	Parables of the Kingdom
41004034	KJV	A Storm on the Lake
41005001	KJV	The Country of the Gadarenes
41005020	KJV	The Daughter of Jairus
41006001	KJV	Rejection at Nazareth
41006006	KJV	Sends Out Apostles
41006013	KJV	Herod's Alarm
41006029	KJV	In a Desert Place
41006044	KJV	Across the Lake
41007001	KJV	Growing Opposition
41007023	KJV	Tyre and Sidon
41007030	KJV	Coasts of Decapolis
41008009	KJV	Dalmanutha
41008021	KJV	Bethsaida
41008026	KJV	Cæsarea Philippi
41009001	KJV	Mount of Transfiguration
41009032	KJV	Capernaum
41010001	KJV	Jesus in Judæa
41010001	KJV	Beyond Jordan
41010031	KJV	On the Way to Jerusalem
41010034	KJV	The Sons of Zebedee
41010045	KJV	Jericho
41011001	KJV	Holy Week
41011001	KJV	Sunday
41011011	KJV	Monday
41011019	KJV	Tuesday
41014001	KJV	Wednesday
41014011	KJV	Thursday
41014052	KJV	Friday
41016001	KJV	Sunday
42001004	KJV	The Birth and Boyhood of Jesus
42001025	KJV	The Annunciation
42001045	KJV	The Magnificat
42001066	KJV	The Benedictus
42002007	KJV	The Angels' Song
42002024	KJV	The Song of Simeon
42002040	KJV	The Boyhood of Jesus
42003001	KJV	His Baptism and Temptation
42003020	KJV	The Baptism of Jesus
42003022	KJV	Family Records
42004001	KJV	His Temptation
42004013	KJV	His Message and Mission
42004015	KJV	His Proclamation
42004029	KJV	At Capernaum
42005001	KJV	His First Disciples
42005011	KJV	His Healing Ministry
42005026	KJV	The Call of Levi
42006001	KJV	Sabbath Problems
42006012	KJV	His Twelve Apostles
42006019	KJV	Addresses His Disciples
42007001	KJV	A Gentile Believer
42007010	KJV	The Widow of Nain
42007018	KJV	The Baptist's Question
42007035	KJV	In a Pharisee's House
42008001	KJV	Certain Women
42008003	KJV	Parable of the Sower
42008021	KJV	Storm on the Lake
42008025	KJV	Casting out Devils
42008040	KJV	Jairus' Daughter
42009001	KJV	Commissions His Apostles
42009009	KJV	Feeding Five Thousand
42009017	KJV	The Great Confession
42009027	KJV	The Transfiguration
42009042	KJV	The Shadow of His Passion
42009050	KJV	On the way to Jerusalem
42009056	KJV	Would-be Disciples
42010001	KJV	Seventy Evangelists
42010016	KJV	Their Return
42010020	KJV	Thanksgiving
42010024	KJV	The Good Samaritan
42010037	KJV	Martha and Mary
42011001	KJV	The Lord's Prayer
42011013	KJV	An Evil Generation
42011036	KJV	In a Pharisee's House
42012001	KJV	The Leaven of the Pharisees
42012021	KJV	The Lilies and Ravens
42012031	KJV	The Little Flock
42013001	KJV	A Warning to the Nation
42013022	KJV	The Strait Gate
42013033	KJV	Lament over Jerusalem
42014001	KJV	Round a Pharisee's Table
42014024	KJV	To a Wayside Crowd
42015002	KJV	The Lost Sheep
42015007	KJV	The Lost Coin
42015010	KJV	The Prodigal Son
42016001	KJV	The Unjust Steward
42016018	KJV	The Rich Man and Lazarus
42017001	KJV	Take Heed to Yourselves
42017010	KJV	A Grateful Samaritan
42017019	KJV	The Days of the Son of Man
42018001	KJV	Parables on Prayer
42018014	KJV	Little Children
42018017	KJV	A Rich Young Ruler
42018027	KJV	Peter's Reaction
42018030	KJV	An Aside to the Disciples
42018034	KJV	On the Jericho Road
42019001	KJV	Zacchæus
42019011	KJV	Parable of the Pounds
42019027	KJV	In Jerusalem
42019027	KJV	Triumphal Entry
42019044	KJV	Jesus in the Temple
42020008	KJV	Wicked Husbandmen
42020018	KJV	Chief Priests and Scribes
42020026	KJV	Sadducees
42020038	KJV	David's Son
42021001	KJV	The Widow's Mites
42021004	KJV	Signs of the Times
42021028	KJV	Behold the Trees
42021036	KJV	Visits Olivet
42022001	KJV	His Death and Resurrection
42022006	KJV	The Last Supper
42022038	KJV	Gethsemane
42022046	KJV	Betrayal and Arrest
42022053	KJV	Peter's Denial
42022065	KJV	Early Morning Trial
42023001	KJV	Jesus before Pilate
42023007	KJV	Before Herod
42023012	KJV	Pilate's Judgement
42023025	KJV	On the Way to the Cross
42023032	KJV	Calvary
42023038	KJV	The Penitent Thief
42023043	KJV	After the Crucifixion
42023049	KJV	The Burial
42024001	KJV	The Resurrection
42024012	KJV	On the Way to Emmaus
42024029	KJV	The Evening Meal
42024032	KJV	Return to Jerusalem
42024035	KJV	Peace be unto you
42024043	KJV	Ye are my witnesses
42024049	KJV	The Ascension
43001014	KJV	John the Baptist's Testimony
43001028	KJV	Behold the Lamb of God
43001034	KJV	His First Disciples
43002001	KJV	His First Miracle
43002012	KJV	The First Passover
43003021	KJV	John the Baptist
43004004	KJV	The Woman of Samaria
43005001	KJV	At Another Festival
43006001	KJV	The Second Passover
43006004	KJV	The Bread of Life
43007001	KJV	The Feast of Tabernacles
43008011	KJV	The Light of the World
43010001	KJV	The Good Shepherd
43010021	KJV	The Feast of the Dedication
43011001	KJV	The Lord of Life
43011054	KJV	The Approaching Passover
43013001	KJV	The Third Passover
43013001	KJV	The Last Supper
43015001	KJV	The True Vine
43017001	KJV	The Prayer of Jesus
43018001	KJV	The Betrayal
43018027	KJV	The Trial
43019001	KJV	The Crucifixion
43020001	KJV	The Resurrection
44001011	KJV	The Church in Jerusalem
44001014	KJV	Peter's Speech
44002013	KJV	Peter's Explanation
44003001	KJV	At the Gate of the Temple
44003011	KJV	Peter's Answer
44004001	KJV	Peter and John Imprisoned
44004007	KJV	Peter's Defence
44005001	KJV	Ananias and Sapphira
44005016	KJV	The Apostles Imprisoned
44005033	KJV	Gamaliel's Speech
44006001	KJV	The Appointment of Stephen
44007001	KJV	Stephen's Speech
44007053	KJV	Death of Stephen
44008003	KJV	The Church in Judæa and Samaria
44008025	KJV	Philip and an Ethiopian
44009001	KJV	Conversion of Saul
44009030	KJV	The State of the Church
44009031	KJV	Peter's Journeys
44010001	KJV	Conversion of Cornelius
44011001	KJV	Peter Interviewed by Council
44011018	KJV	The Church in Antioch
44012001	KJV	Peter Imprisoned in Jerusalem
44012023	KJV	The Call of Barnabus and Saul
44013003	KJV	First Missionary Journey
44013013	KJV	Antioch in Pisidia
44014001	KJV	Iconium
44014007	KJV	Lystra
44014018	KJV	Derbe
44014023	KJV	Antioch
44015001	KJV	Council at Jerusalem
44015012	KJV	Judgement of James
44015021	KJV	Letter to the Churches
44015035	KJV	Second Missionary Journey
44015040	KJV	Churches Revisited
44016010	KJV	Philippi
44017001	KJV	Thessalonica and Berea
44017021	KJV	Paul's Address
44018001	KJV	Corinth
44018018	KJV	Ephesus
44018022	KJV	Third Missionary Journey
44019001	KJV	Ephesus
44019022	KJV	Diana of the Ephesians
44020001	KJV	Macedonia
44020005	KJV	Troas
44020012	KJV	Assos
44020016	KJV	Miletus
44021002	KJV	Tyre
44021007	KJV	Cæsarea
44021014	KJV	On to Jerusalem
44021016	KJV	Paul in Jerusalem
44021026	KJV	An Uproar
44021036	KJV	Paul's Defence
44022029	KJV	Before the Sanhedrin
44023011	KJV	A Plot Defeated
44024001	KJV	Paul before Felix
44025001	KJV	Appeal to Cæsar
44025022	KJV	Paul before Agrippa
44026001	KJV	Paul's Speech
44027001	KJV	Paul's Journey to Rome
44027012	KJV	A Storm
44027026	KJV	The Shipwreck
44028001	KJV	Malta
44028015	KJV	Paul in Rome
45001007	KJV	The Gospel of Salvation
45001017	KJV	The State of the World
45002001	KJV	Jews as Well as Gentiles
45003001	KJV	They Are All Under Sin
45003020	KJV	God's Saving Gift
45004001	KJV	Grasped by Faith
45005001	KJV	Peace with God
45006001	KJV	Complete Renewal
45007001	KJV	A Change of Masters
45008001	KJV	The Spirit of God Within You
45008013	KJV	Sons of God
45008017	KJV	A Glory to be Revealed
45008030	KJV	More than Conquerors
45009001	KJV	The Problem of the Jews
45009013	KJV	The Problem
45009029	KJV	The Divine Justice of It
45011001	KJV	The Divine Purpose in It
45011016	KJV	The Grafted Tree
45012001	KJV	Christian Living
45013001	KJV	Civil and Social Duties
45014001	KJV	Christian Charity and Unity
45014012	KJV	The Christian Spirit
45015006	KJV	To the Glory of God
45015013	KJV	Personal Messages
46001009	KJV	Divisions in the Church
46004017	KJV	I Will Come to You
46005001	KJV	Moral Disorders
46007001	KJV	Questions Regarding Marriage
46008001	KJV	Social Questions
46011001	KJV	Christian Worship
46011016	KJV	The Lord's Supper
46012001	KJV	Spiritual Gifts
46013001	KJV	The More Excellent Way
46014001	KJV	The Gift of Tongues
46015001	KJV	The Resurrection of the Dead
46016001	KJV	Administrative and Personal
47001002	KJV	Comfort in Tribulation
47002001	KJV	Triumph in Christ
47003001	KJV	Proof of Our Ministry
47004001	KJV	Treasure in Earthen Vessels
47005001	KJV	A House Not Made With Hands
47005010	KJV	For the Glory of God
47005015	KJV	A New Creature
47005019	KJV	Ambassadors for Christ
47006013	KJV	Entanglements
47007004	KJV	The Mission of Titus
47008001	KJV	God Loves a Cheerful Giver
47010001	KJV	Paul Answers His Opponents
47011015	KJV	Paul's Defence
47013001	KJV	His Approaching Visit
48001005	KJV	Paul Defends His Authority
48003001	KJV	Defends the Truth of His Message
48005001	KJV	Commends the New Life
49001002	KJV	The Gospel of Your Salvation
49002001	KJV	The Household of God
49003001	KJV	The Apostle of this Gospel
49003013	KJV	His Prayer and Appeal
49004001	KJV	Prisoner of the Lord
49004016	KJV	Christian Living
49006001	KJV	Domestic Relationships
50001002	KJV	The Heart of the Apostle
50002001	KJV	The Mind of Christ
50003001	KJV	Paul and Christ
50004001	KJV	Paul and the Philippians
50004007	KJV	Think on These Things
51001014	KJV	The Supremacy of Christ
51002005	KJV	The All-sufficiency of Christ
51003001	KJV	His Sovereign Will
52001001	KJV	Their Work of Faith
52002001	KJV	Their Ties With the Apostle
52003001	KJV	Timothy's Visit
52004001	KJV	The New Life
52004012	KJV	The Coming of the Lord
52005011	KJV	Be at Peace
53001002	KJV	Rejoicing in their Fidelity
53003001	KJV	Soliciting Their Support
54001002	KJV	The Christian Ministry
54004001	KJV	The Good Minister
54006010	KJV	Fight the Good Fight
54006016	KJV	The Use of Riches
55001002	KJV	Timothy, the Beloved
55002001	KJV	God's Soldier and Workman
55003001	KJV	In Perilous Times
55004001	KJV	A Farewell Charge
56001004	KJV	Stewards of God
56002001	KJV	Sound Doctrine
56003001	KJV	Social Service
58003001	KJV	Jesus and Moses
58004013	KJV	Jesus our Great High Priest
58007001	KJV	Melchisedec
58008001	KJV	The Greatness of His Ministry
58010018	KJV	Draw Near in Faith
58012001	KJV	Run with Patience
58013001	KJV	Perfect in Every Good Work
61002001	KJV	False Teachers
66004001	KJV	A Vision of Heaven
66005001	KJV	The Sealed Book
66006001	KJV	Opening of the Seals
66007001	KJV	Sealing the Servants of God
66008001	KJV	Trumpet Peals
66010001	KJV	The Angel and the Book
66011001	KJV	The Angel and the Temple
66011014	KJV	The Last Trumpet's Peal
66012001	KJV	War in Heaven
66013001	KJV	War in the Sea and on Land
66014001	KJV	The Church Triumphant
66016001	KJV	Visions of Judgement
66017001	KJV	Visions of Doom
66019001	KJV	Songs of Deliverance
66020010	KJV	Visions of Glory
66021001	KJV	A New Heaven and Earth
66022005	KJV	The Words of this Book
18038001	KJV	The LORD Answered Job
7002001	KJV	The Angel of the LORD
